-1,-0,-0.0091,-0,
-0,-1.0022,0.0039,-0.01,
-0,-0.0044,-0.8224,-0,
-1,-4.004e-005,-0.0165838,-0,
-0,-1.00873,0.0146419,-0.020043,
-0,-0.00802824,-0.676325,-4.4e-005,
-1,-0.000113097,-0.0227384,-4.004e-007,
-0,-1.0196,0.03106,-0.0301724,
-0,-0.0110409,-0.556145,-0.000124375,
-1,-0.000213569,-0.0277993,-1.53221e-006,
-0,-1.03482,0.0522279,-0.0404318,
-0,-0.0135662,-0.457237,-0.000235045,
-1,-0.000337021,-0.0319602,-3.67112e-006,
-0,-1.05444,0.077417,-0.0508649,
-0,-0.0157101,-0.375802,-0.0003712,
-1,-0.000479983,-0.03538,-7.04904e-006,
-0,-1.07852,0.106061,-0.0615161,
-0,-0.0175595,-0.308719,-0.000529081,
-1,-0.000639774,-0.0381893,-1.18637e-005,
-0,-1.10716,0.137728,-0.0724305,
-0,-0.0191864,-0.253424,-0.000705787,
-1,-0.000814371,-0.0404955,-1.82863e-005,
-0,-1.14047,0.172096,-0.0836542,
-0,-0.0206504,-0.20781,-0.000899133,
-1,-0.00100229,-0.0423865,-2.64684e-005,
-0,-1.17858,0.208938,-0.0952346,
-0,-0.022001,-0.170145,-0.00110753,
-1,-0.0012025,-0.0439349,-3.65469e-005,
-0,-1.22164,0.248101,-0.10722,
-0,-0.0232794,-0.139008,-0.00132986,
-1,-0.00141434,-0.0451998,-4.86487e-005,
-0,-1.26984,0.289496,-0.119662,
-0,-0.0245202,-0.113229,-0.00156545,
-1,-0.00163747,-0.0462302,-6.28942e-005,
-0,-1.32336,0.333092,-0.132612,
-0,-0.0257527,-0.0918455,-0.00181394,
-1,-0.00187182,-0.047066,-7.94011e-005,
-0,-1.38244,0.378899,-0.146124,
-0,-0.0270018,-0.0740682,-0.00207527,
-1,-0.00211754,-0.04774,-9.8286e-005,
-0,-1.44732,0.426971,-0.160255,
-0,-0.028289,-0.0592465,-0.00234965,
-1,-0.00237497,-0.0482792,-0.000119668,
-0,-1.51827,0.477393,-0.175065,
-0,-0.0296331,-0.0468457,-0.00263747,
-1,-0.00264463,-0.0487055,-0.000143669,
-0,-1.59559,0.530283,-0.190615,
-0,-0.0310506,-0.0364253,-0.00293934,
-1,-0.00292719,-0.0490369,-0.000170417,
-0,-1.67961,0.585785,-0.206971,
-0,-0.0325566,-0.0276229,-0.00325602,
-1,-0.00322346,-0.0492883,-0.000200047,
-0,-1.77068,0.644066,-0.224202,
-0,-0.0341649,-0.0201397,-0.00358842,
-1,-0.00353436,-0.0494716,-0.000232701,
-0,-1.86918,0.70532,-0.24238,
-0,-0.0358882,-0.013729,-0.00393761,
-1,-0.00386094,-0.0495965,-0.000268534,
-0,-1.97553,0.76976,-0.26158,
-0,-0.0377388,-0.00818729,-0.00430476,
-1,-0.00420436,-0.049671,-0.000307707,
-0,-2.09017,0.837621,-0.281885,
-0,-0.0397287,-0.00334629,-0.00469119,
-1,-0.00456589,-0.0497015,-0.000350397,
-0,-2.21359,0.909157,-0.303379,
-0,-0.0418696,0.000933544,-0.00509833,
-1,-0.00494691,-0.049693,-0.000396791,
-0,-2.34631,0.984647,-0.326152,
-0,-0.0441734,0.00476804,-0.00552773,
-1,-0.00534889,-0.0496496,-0.000447094,
-0,-2.48888,1.06439,-0.3503,
-0,-0.0466519,0.00825368,-0.00598107,
-1,-0.00577342,-0.0495745,-0.000501522,
-0,-2.64191,1.14869,-0.375924,
-0,-0.0493176,0.0114711,-0.00646015,
-1,-0.00622221,-0.0494701,-0.000560309,
-0,-2.80605,1.23791,-0.403133,
-0,-0.0521832,0.0144881,-0.00696689,
-1,-0.00669708,-0.0493382,-0.000623708,
-0,-2.98198,1.3324,-0.43204,
-0,-0.0552621,0.0173618,-0.00750336,
-1,-0.00719996,-0.0491802,-0.000691988,
-0,-3.17044,1.43255,-0.462767,
-0,-0.0585682,0.0201409,-0.00807174,
-1,-0.00773293,-0.048997,-0.000765441,
-0,-3.37223,1.53877,-0.495443,
-0,-0.0621165,0.0228671,-0.00867437,
-1,-0.00829819,-0.0487889,-0.000844378,
-0,-3.5882,1.65151,-0.530206,
-0,-0.0659224,0.0255765,-0.00931375,
-1,-0.00889809,-0.0485561,-0.000929133,
-0,-3.81925,1.77122,-0.567201,
-0,-0.0700026,0.0283007,-0.00999253,
-1,-0.00953511,-0.0482986,-0.00102006,
-0,-4.06637,1.89843,-0.606585,
-0,-0.0743749,0.0310679,-0.0107135,
-1,-0.0102119,-0.0480159,-0.00111756,
-0,-4.33058,2.03364,-0.648522,
-0,-0.0790579,0.0339033,-0.0114798,
-1,-0.0109313,-0.0477074,-0.00122202,
-0,-4.61301,2.17743,-0.69319,
-0,-0.0840718,0.0368301,-0.0122945,
-1,-0.0116964,-0.0473722,-0.0013339,
-0,-4.91483,2.33041,-0.740776,
-0,-0.0894378,0.0398698,-0.013161,
1,0,0.0091,0,
0,1.0022,-0.0039,0.01,
0,0.0044,0.8224,0,
1,4.004e-005,0.0165838,0,
0,1.00873,-0.0146419,0.020043,
0,0.00802824,0.676325,4.4e-005,
1,0.000113097,0.0227384,4.004e-007,
0,1.0196,-0.03106,0.0301724,
0,0.0110409,0.556145,0.000124375,
1,0.000213569,0.0277993,1.53221e-006,
0,1.03482,-0.0522279,0.0404318,
0,0.0135662,0.457237,0.000235045,
1,0.000337021,0.0319602,3.67112e-006,
0,1.05444,-0.077417,0.0508649,
0,0.0157101,0.375802,0.0003712,
1,0.000479983,0.03538,7.04904e-006,
0,1.07852,-0.106061,0.0615161,
0,0.0175595,0.308719,0.000529081,
1,0.000639774,0.0381893,1.18637e-005,
0,1.10716,-0.137728,0.0724305,
0,0.0191864,0.253424,0.000705787,
1,0.000814371,0.0404955,1.82863e-005,
0,1.14047,-0.172096,0.0836542,
0,0.0206504,0.20781,0.000899133,
1,0.00100229,0.0423865,2.64684e-005,
0,1.17858,-0.208938,0.0952346,
0,0.022001,0.170145,0.00110753,
1,0.0012025,0.0439349,3.65469e-005,
0,1.22164,-0.248101,0.10722,
0,0.0232794,0.139008,0.00132986,
1,0.00141434,0.0451998,4.86487e-005,
0,1.26984,-0.289496,0.119662,
0,0.0245202,0.113229,0.00156545,
1,0.00163747,0.0462302,6.28942e-005,
0,1.32336,-0.333092,0.132612,
0,0.0257527,0.0918455,0.00181394,
1,0.00187182,0.047066,7.94011e-005,
0,1.38244,-0.378899,0.146124,
0,0.0270018,0.0740682,0.00207527,
1,0.00211754,0.04774,9.8286e-005,
0,1.44732,-0.426971,0.160255,
0,0.028289,0.0592465,0.00234965,
1,0.00237497,0.0482792,0.000119668,
0,1.51827,-0.477393,0.175065,
0,0.0296331,0.0468457,0.00263747,
1,0.00264463,0.0487055,0.000143669,
0,1.59559,-0.530283,0.190615,
0,0.0310506,0.0364253,0.00293934,
1,0.00292719,0.0490369,0.000170417,
0,1.67961,-0.585785,0.206971,
0,0.0325566,0.0276229,0.00325602,
1,0.00322346,0.0492883,0.000200047,
0,1.77068,-0.644066,0.224202,
0,0.0341649,0.0201397,0.00358842,
1,0.00353436,0.0494716,0.000232701,
0,1.86918,-0.70532,0.24238,
0,0.0358882,0.013729,0.00393761,
1,0.00386094,0.0495965,0.000268534,
0,1.97553,-0.76976,0.26158,
0,0.0377388,0.00818729,0.00430476,
1,0.00420436,0.049671,0.000307707,
0,2.09017,-0.837621,0.281885,
0,0.0397287,0.00334629,0.00469119,
1,0.00456589,0.0497015,0.000350397,
0,2.21359,-0.909157,0.303379,
0,0.0418696,-0.000933544,0.00509833,
1,0.00494691,0.049693,0.000396791,
0,2.34631,-0.984647,0.326152,
0,0.0441734,-0.00476804,0.00552773,
1,0.00534889,0.0496496,0.000447094,
0,2.48888,-1.06439,0.3503,
0,0.0466519,-0.00825368,0.00598107,
1,0.00577342,0.0495745,0.000501522,
0,2.64191,-1.14869,0.375924,
0,0.0493176,-0.0114711,0.00646015,
1,0.00622221,0.0494701,0.000560309,
0,2.80605,-1.23791,0.403133,
0,0.0521832,-0.0144881,0.00696689,
1,0.00669708,0.0493382,0.000623708,
0,2.98198,-1.3324,0.43204,
0,0.0552621,-0.0173618,0.00750336,
1,0.00719996,0.0491802,0.000691988,
0,3.17044,-1.43255,0.462767,
0,0.0585682,-0.0201409,0.00807174,
1,0.00773293,0.048997,0.000765441,
0,3.37223,-1.53877,0.495443,
0,0.0621165,-0.0228671,0.00867437,
1,0.00829819,0.0487889,0.000844378,
0,3.5882,-1.65151,0.530206,
0,0.0659224,-0.0255765,0.00931375,
1,0.00889809,0.0485561,0.000929133,
0,3.81925,-1.77122,0.567201,
0,0.0700026,-0.0283007,0.00999253,
1,0.00953511,0.0482986,0.00102006,
0,4.06637,-1.89843,0.606585,
0,0.0743749,-0.0310679,0.0107135,
1,0.0102119,0.0480159,0.00111756,
0,4.33058,-2.03364,0.648522,
0,0.0790579,-0.0339033,0.0114798,
1,0.0109313,0.0477074,0.00122202,
0,4.61301,-2.17743,0.69319,
0,0.0840718,-0.0368301,0.0122945,
1,0.0116964,0.0473722,0.0013339,
0,4.91483,-2.33041,0.740776,
0,0.0894378,-0.0398698,0.013161,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
